doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,commented_post,sponsored,target,condition,"sequence,"
33,15.04.2026 02:30:00,Terrace fields from above. 🌾 Drone photography capturing nature patterns. 📸,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-33.webp,619,77,31,Fescon Jefferson,@FesconJefferso2,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FesconJefferson,47459,,FALSE,filler,A,",",
33,15.04.2026 02:30:00,Terrace fields from above. 🌾 Drone photography capturing nature patterns. 📸,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-33.webp,619,77,31,Fescon Jefferson,@FesconJefferso2,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=FesconJefferson,47459,,FALSE,filler,B,",",
34,15.04.2026 02:20:00,A steaming bowl of ramen. 🍜 The ultimate comfort food on a rainy day. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-34.webp,683,62,19,Suad Almarani,@NekiaJoy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=SuadAlmarani,22515,,FALSE,filler,A,",",
34,15.04.2026 02:20:00,A steaming bowl of ramen. 🍜 The ultimate comfort food on a rainy day. ☔️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-34.webp,683,62,19,Suad Almarani,@NekiaJoy,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=SuadAlmarani,22515,,FALSE,filler,B,",",
35,15.04.2026 02:10:00,Delicate French pastries. 🍰 Almost too beautiful to eat... almost. 😋,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-35.webp,451,10,28,Tsentsho Seepe,@Tsentsho1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TsentshoSeepe,8771,,FALSE,filler,A,",",
35,15.04.2026 02:10:00,Delicate French pastries. 🍰 Almost too beautiful to eat... almost. 😋,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-35.webp,451,10,28,Tsentsho Seepe,@Tsentsho1,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TsentshoSeepe,8771,,FALSE,filler,B,",",
36,15.04.2026 02:00:00,Neon dreams. 💡 The pulsating energy of the city at night. 🌃,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-36.webp,270,58,5,Vamshi,@vamshisharma,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Vamshi,44152,,FALSE,filler,A,",",
36,15.04.2026 02:00:00,Neon dreams. 💡 The pulsating energy of the city at night. 🌃,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-36.webp,270,58,5,Vamshi,@vamshisharma,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Vamshi,44152,,FALSE,filler,B,",",
37,15.04.2026 01:50:00,Retro vibes. ⌨️ The mechanical click of a vintage typewriter. 📜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-37.webp,605,63,11,Steven Denzel Nyathi,@AxelYoung95,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=StevenDenzelNyathi,27681,,FALSE,filler,A,",",
37,15.04.2026 01:50:00,Retro vibes. ⌨️ The mechanical click of a vintage typewriter. 📜,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-37.webp,605,63,11,Steven Denzel Nyathi,@AxelYoung95,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=StevenDenzelNyathi,27681,,FALSE,filler,B,",",
38,15.04.2026 01:40:00,Street art spirit. 🎨 Graffiti that makes the city walls speak. 🗣,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-38.webp,771,19,29,elyazia alqubaisi,@Elyazias_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=elyaziaalqubaisi,13506,,FALSE,filler,A,",",
38,15.04.2026 01:40:00,Street art spirit. 🎨 Graffiti that makes the city walls speak. 🗣,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-38.webp,771,19,29,elyazia alqubaisi,@Elyazias_,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=elyaziaalqubaisi,13506,,FALSE,filler,B,",",
39,15.04.2026 01:30:00,Mindful reading. 📖 Getting lost in another world for a few hours. 🧠,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-39.webp,751,10,38,driPURPOSE,@canbeliebers,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=driPURPOSE,49173,,FALSE,filler,A,",",
39,15.04.2026 01:30:00,Mindful reading. 📖 Getting lost in another world for a few hours. 🧠,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-39.webp,751,10,38,driPURPOSE,@canbeliebers,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=driPURPOSE,49173,,FALSE,filler,B,",",
40,15.04.2026 01:20:00,"Stay warm, stay stylish. ☕️ Vacuum insulated thermos for 24h heat retention. ❄️",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-40-Distractor5.webp,594,68,12,truthdappleir,@FPAUSRole,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=truthdappleir,3219,,FALSE,tolerance_test,A,40,
40,15.04.2026 01:20:00,"Stay warm, stay stylish. ☕️ Vacuum insulated thermos for 24h heat retention. ❄️",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-40-Distractor5.webp,594,68,12,truthdappleir,@FPAUSRole,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=truthdappleir,3219,,FALSE,tolerance_test,B,40,
41,15.04.2026 01:10:00,Rainy window reflections. ☔️ The city looks beautiful through the drops. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-41.webp,712,38,27,Sonny's Cafe Hull,@SonnysCafeHull,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Sonny'sCafeHull,8931,,FALSE,filler,A,",",
41,15.04.2026 01:10:00,Rainy window reflections. ☔️ The city looks beautiful through the drops. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-41.webp,712,38,27,Sonny's Cafe Hull,@SonnysCafeHull,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Sonny'sCafeHull,8931,,FALSE,filler,B,",",
42,15.04.2026 01:00:00,City park afternoon. 🌳 Relaxing time under the sun. ☀️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-42.webp,195,40,17,November's Very Own,@CheweyPNewton,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=November'sVeryOwn,14105,,FALSE,filler,A,",",
42,15.04.2026 01:00:00,City park afternoon. 🌳 Relaxing time under the sun. ☀️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-42.webp,195,40,17,November's Very Own,@CheweyPNewton,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=November'sVeryOwn,14105,,FALSE,filler,B,",",
43,15.04.2026 00:50:00,Rainbow latte art. ☕️ Too pretty to drink? 🌈,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-43.webp,625,32,20,kat loves mikey,@mikeyspingu,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=katlovesmikey,16445,,FALSE,filler,A,",",
43,15.04.2026 00:50:00,Rainbow latte art. ☕️ Too pretty to drink? 🌈,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-44-target3.webp,625,32,20,kat loves mikey,@mikeyspingu,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=katlovesmikey,16445,,FALSE,filler,B,",",
44,15.04.2026 00:40:00,Private cinema at home. 🍿 Our portable projector brings your movie night anywhere. 🎬,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-44-target3.webp,246,11,49,ABANG ZUL AIMAN,@WhittleseyOne,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ABANGZULAIMAN,12156,,TRUE,target_ad,A,"44,",
44,15.04.2026 00:40:00,Private cinema at home. 🍿 Our portable projector brings your movie night anywhere. 🎬,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-44-target3.webp,246,11,49,ABANG ZUL AIMAN,@WhittleseyOne,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ABANGZULAIMAN,12156,,TRUE,target_ad,B,"44,",
45,15.04.2026 00:30:00,Retro map love. 🗺 Planning the next big adventure. ✈️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-45.webp,68,82,18,Mathew,@mhmat73,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Mathew,10230,,FALSE,filler,A,",",
45,15.04.2026 00:30:00,Retro map love. 🗺 Planning the next big adventure. ✈️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-45.webp,68,82,18,Mathew,@mhmat73,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Mathew,10230,,FALSE,filler,B,",",
46,15.04.2026 00:20:00,Fairy stick magic. ✨ Sparkling moments in the dark. 💫,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-46.webp,150,96,6,Raiza natalia rueda,@raiza_rueda,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Raizanataliarueda,41237,,FALSE,filler,A,",",
46,15.04.2026 00:20:00,Fairy stick magic. ✨ Sparkling moments in the dark. 💫,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-46.webp,150,96,6,Raiza natalia rueda,@raiza_rueda,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Raizanataliarueda,41237,,FALSE,filler,B,",",
47,15.04.2026 00:10:00,Northern lights. 🌌 Natures light show. 💫,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-47.webp,503,69,36,Rakesh Ranjan,@Rakesh_1947,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=RakeshRanjan,46836,,FALSE,filler,A,",",
47,15.04.2026 00:10:00,Northern lights. 🌌 Natures light show. 💫,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-47.webp,503,69,36,Rakesh Ranjan,@Rakesh_1947,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=RakeshRanjan,46836,,FALSE,filler,B,",",
48,15.04.2026 00:00:00,Know your body better. ⚖️ Smart body fat scale with full health metrics sync. 📱,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-48-Distractor6.webp,524,40,43,WeatherBug,@WeatherBug,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=WeatherBug,22691,,FALSE,tolerance_test,A,"48,",
48,15.04.2026 00:00:00,Know your body better. ⚖️ Smart body fat scale with full health metrics sync. 📱,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-48-Distractor6.webp,524,40,43,WeatherBug,@WeatherBug,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=WeatherBug,22691,,FALSE,tolerance_test,B,"48,",
49,14.04.2026 23:50:00,Grand Canyon views. 🏔 Nature power. ⛰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-49.webp,162,28,5,Reuters China,@ReutersChina,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ReutersChina,47840,,FALSE,filler,A,",",
49,14.04.2026 23:50:00,Grand Canyon views. 🏔 Nature power. ⛰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-49.webp,162,28,5,Reuters China,@ReutersChina,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ReutersChina,47840,,FALSE,filler,B,",",
50,14.04.2026 23:40:00,Venice water alley. 🛶 Gondola rides. 🇮🇹,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-50.webp,746,49,15,PJ REGA BOOKS,@yvowel,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=PJREGABOOKS,43099,,FALSE,filler,A,",",
50,14.04.2026 23:40:00,Venice water alley. 🛶 Gondola rides. 🇮🇹,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-50.webp,746,49,15,PJ REGA BOOKS,@yvowel,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=PJREGABOOKS,43099,,FALSE,filler,B,",",
51,14.04.2026 23:30:00,Portrait session. 📸 Human stories. 🧐,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-51.webp,736,27,4,Shikha Bhattacharya,@crackwit,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ShikhaBhattacharya,5361,,FALSE,filler,A,",",
51,14.04.2026 23:30:00,Portrait session. 📸 Human stories. 🧐,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-51.webp,736,27,4,Shikha Bhattacharya,@crackwit,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ShikhaBhattacharya,5361,,FALSE,filler,B,",",
52,14.04.2026 23:20:00,Ballet dancer. 🩰 Grace and strength. 🩰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-52.webp,254,95,46,General Knowledge,@ILm_KiDunya,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=GeneralKnowledge,48602,,FALSE,filler,A,",",
52,14.04.2026 23:20:00,Ballet dancer. 🩰 Grace and strength. 🩰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-52.webp,254,95,46,General Knowledge,@ILm_KiDunya,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=GeneralKnowledge,48602,,FALSE,filler,B,",",
53,14.04.2026 23:10:00,Late night cafeteria. 🍜 Warm meals. 🦉,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-53.webp,426,98,12,D Graef,@Virmmac,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=DGraef,26821,,FALSE,filler,A,",",
53,14.04.2026 23:10:00,Late night cafeteria. 🍜 Warm meals. 🦉,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-53.webp,426,98,12,D Graef,@Virmmac,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=DGraef,26821,,FALSE,filler,B,",",
54,14.04.2026 23:00:00,Lego time! 🧱 Building dreams. 🌈,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-54.webp,135,60,11,Kelly,@Kellynewss,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Kelly,40423,,FALSE,filler,A,",",
54,14.04.2026 23:00:00,Lego time! 🧱 Building dreams. 🌈,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-54.webp,135,60,11,Kelly,@Kellynewss,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Kelly,40423,,FALSE,filler,B,",",
55,14.04.2026 22:50:00,Math chalkboard. 📐 Complex formulas. 🧠,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-55.webp,752,47,26,A random Gunner,@arthurbrem,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ArandomGunner,25926,,FALSE,filler,A,",",
55,14.04.2026 22:50:00,Math chalkboard. 📐 Complex formulas. 🧠,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-55.webp,752,47,26,A random Gunner,@arthurbrem,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ArandomGunner,25926,,FALSE,filler,B,",",
56,14.04.2026 22:40:00,Sunset silhouettes. 🌅 Peaceful close. 🌇,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-56.webp,499,82,45,ina,@stsaunders88,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ina,15344,,FALSE,filler,A,",",
56,14.04.2026 22:40:00,Sunset silhouettes. 🌅 Peaceful close. 🌇,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-56.webp,499,82,45,ina,@stsaunders88,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=ina,15344,,FALSE,filler,B,",",
57,14.04.2026 22:30:00,Good Vibes Only. ✨ Neon light. 💡,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-57.webp,323,32,46,bob jenkins,@nescafeblend37,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=bobjenkins,2547,,FALSE,filler,A,",",
57,14.04.2026 22:30:00,Good Vibes Only. ✨ Neon light. 💡,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-57.webp,323,32,46,bob jenkins,@nescafeblend37,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=bobjenkins,2547,,FALSE,filler,B,",",
58,14.04.2026 22:20:00,"Stay strong, live long. 🥛 Calcium supplement for senior vitality and bone health. ❤️",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-58-Distractor8.webp,365,96,26,EatLoveSavorMagazine,@eatlovesavormag,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=EatLoveSavorMagazine,47843,,FALSE,tolerance_test,A,58,
58,14.04.2026 22:20:00,"Stay strong, live long. 🥛 Calcium supplement for senior vitality and bone health. ❤️",https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-58-Distractor8.webp,365,96,26,EatLoveSavorMagazine,@eatlovesavormag,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=EatLoveSavorMagazine,47843,,FALSE,tolerance_test,B,58,
59,14.04.2026 22:10:00,Retro camera love. 📸 Analog film. 🎞,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-59.webp,554,44,49,Newsdesk Politics,@NewsdeskPOL,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=NewsdeskPolitics,17491,,FALSE,filler,A,",",
59,14.04.2026 22:10:00,Retro camera love. 📸 Analog film. 🎞,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-59.webp,554,44,49,Newsdesk Politics,@NewsdeskPOL,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=NewsdeskPolitics,17491,,FALSE,filler,B,",",
60,14.04.2026 22:00:00,The ultimate tablet for creators. 🎨 Powerful performance for your digital art. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-60-target4.webp,464,76,2,gabriella,@louisfluffybum,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=gabriella,47642,,TRUE,target_ad,A,"60,",
60,14.04.2026 22:00:00,The ultimate tablet for creators. 🎨 Powerful performance for your digital art. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-60-target4.webp,464,76,2,gabriella,@louisfluffybum,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=gabriella,47642,,TRUE,target_ad,B,"60,",
61,14.04.2026 21:50:00,Red wine and chill. 🍷 Winding down. 🍂,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-61.webp,670,49,3,taengster,@AkoyHazmi,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=taengster,30193,,FALSE,filler,A,",",
61,14.04.2026 21:50:00,Red wine and chill. 🍷 Winding down. 🍂,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-61.webp,670,49,3,taengster,@AkoyHazmi,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=taengster,30193,,FALSE,filler,B,",",
62,14.04.2026 21:40:00,Empty notebook. 🖊 Creative life. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-62.webp,72,49,36,TeleTrade,@TTMarketNews_cz,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TeleTrade,6603,,FALSE,filler,A,",",
62,14.04.2026 21:40:00,Empty notebook. 🖊 Creative life. ✨,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-62.webp,72,49,36,TeleTrade,@TTMarketNews_cz,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=TeleTrade,6603,,FALSE,filler,B,",",
63,14.04.2026 21:30:00,Pen and history. Write life. ✒️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-63.webp,187,31,44,Soff,@EdDarrell,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Soff,47224,,FALSE,filler,A,",",
63,14.04.2026 21:30:00,Pen and history. Write life. ✒️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-63.webp,187,31,44,Soff,@EdDarrell,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Soff,47224,,FALSE,filler,B,",",
64,14.04.2026 21:20:00,Clock. Relax moment. ⏰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-64.webp,231,94,47,Malaysia Kitchen AU,@MKInsiders,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MalaysiaKitchenAU,41876,,FALSE,filler,A,",",
64,14.04.2026 21:20:00,Clock. Relax moment. ⏰,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-64.webp,231,94,47,Malaysia Kitchen AU,@MKInsiders,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=MalaysiaKitchenAU,41876,,FALSE,filler,B,",",
65,14.04.2026 21:10:00,Thank you card. ✉️ Culture. ❤️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-65.webp,682,80,31,World trend,@macaf,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Worldtrend,4754,,FALSE,filler,A,",",
65,14.04.2026 21:10:00,Thank you card. ✉️ Culture. ❤️,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-65.webp,682,80,31,World trend,@macaf,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=Worldtrend,4754,,FALSE,filler,B,",",
66,14.04.2026 21:00:00,Almost done! 🏁 Please click the button below to finish the survey. 📝,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-66.webp,0,0,0,fame.m,@Footycric,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=fame.m,41393,,FALSE,filler,A,",",
66,14.04.2026 21:00:00,Almost done! 🏁 Please click the button below to finish the survey. 📝,https://raw.githubusercontent.com/zcchonore1117-alt/stimuli1/main/stimuli1-66.webp,0,0,0,fame.m,@Footycric,Sharing my daily thoughts and inspirations.,https://api.dicebear.com/8.x/icons/svg?seed=fame.m,41393,,FALSE,filler,B,",",
